text,scenario_id,standard_name,relevance,role,unit,source,group_id,split,training_angle
2号线_main_steam_pressure_测点A12,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:equipment_channel_context,45a53f9c7188853d,external_train,equipment_channel_context
2号线_主蒸汽压力_测点A12,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:equipment_channel_context,122192511c25cd99,external_train,equipment_channel_context
DCS-A-MAIN_STEAM_PRESSURE-PV-07,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:dcs_vendor_envelope,3439202ec05bc7c2,external_train,dcs_vendor_envelope
DCS-A-main_steam_pressure-PV-07,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:dcs_vendor_envelope,1d68c7110de3da75,external_train,dcs_vendor_envelope
DCS-A-主蒸汽压力-PV-07,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:dcs_vendor_envelope,9b48cff2a042896f,external_train,dcs_vendor_envelope
MAIN.STEAM.PRESSURE,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:separator_noise,0b719ac84e45a7da,external_train,separator_noise
MAIN_STEAM_PRESSURE(Pa),thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:unit_parenthesis,34029ced8365a51c,external_train,unit_parenthesis
MAIN_STEAM_PRESSURE__Pa__AI,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:unit_channel_mix,1ba84c4c09ed5d4b,external_train,unit_channel_mix
PLC01.MAIN_STEAM_PRESSURE.VALUE,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:plc_vendor_envelope,12c991dd5d558b22,external_train,plc_vendor_envelope
PLC01.main_steam_pressure.VALUE,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:plc_vendor_envelope,c5576432e2f952c1,external_train,plc_vendor_envelope
PLC01.主蒸汽压力.VALUE,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:plc_vendor_envelope,576dd00e49c04fbe,external_train,plc_vendor_envelope
main.steam.pressure,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:separator_noise,62fa2acaa4422b61,external_train,separator_noise
main_steam_pressure(Pa),thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:unit_parenthesis,16c6a71e1d0bdd34,external_train,unit_parenthesis
main_steam_pressure__Pa__AI,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:unit_channel_mix,3327ac2f83bebcf3,external_train,unit_channel_mix
main_steam_pressure_raw,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:case_and_suffix_noise,85e7217348d0cc37,external_train,case_and_suffix_noise
主蒸汽压力,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:separator_noise,761e0b4447e8dff2,external_train,separator_noise
主蒸汽压力(Pa),thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:unit_parenthesis,eae9ae204240ef7d,external_train,unit_parenthesis
主蒸汽压力__Pa__AI,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:unit_channel_mix,d3520f1b5cafc583,external_train,unit_channel_mix
主蒸汽压力_raw,thermal_power_boiler,main_steam_pressure,required,controlled,Pa,multi_angle:case_and_suffix_noise,57bcecd6d93345ec,external_train,case_and_suffix_noise
2号线_MAIN_STEAM_TEMP_测点A12,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:equipment_channel_context,a8f13ea035eebdf6,external_train,equipment_channel_context
2号线_main_steam_temperature_测点A12,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:equipment_channel_context,a324a103b7582747,external_train,equipment_channel_context
2号线_主汽温_测点A12,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:equipment_channel_context,699ad14d3f96bbff,external_train,equipment_channel_context
2号线_主汽温度_测点A12,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:equipment_channel_context,324af0464194fdbf,external_train,equipment_channel_context
2号线_主蒸汽温度_测点A12,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:equipment_channel_context,88fa64f272681de5,external_train,equipment_channel_context
DCS-A-MAIN_STEAM_TEMP-PV-07,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:dcs_vendor_envelope,c5d395ef30d46ff3,external_train,dcs_vendor_envelope
DCS-A-main_steam_temperature-PV-07,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:dcs_vendor_envelope,bc8294315664feb0,external_train,dcs_vendor_envelope
DCS-A-主汽温-PV-07,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:dcs_vendor_envelope,887549774b08dce4,external_train,dcs_vendor_envelope
DCS-A-主汽温度-PV-07,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:dcs_vendor_envelope,03ca54909fe6d700,external_train,dcs_vendor_envelope
DCS-A-主蒸汽温度-PV-07,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:dcs_vendor_envelope,2664c9dda1a28d01,external_train,dcs_vendor_envelope
MAIN.STEAM.TEMP,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:separator_noise,5973e7a9726c5e53,external_train,separator_noise
MAIN_STEAM_TEMP(degC),thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_parenthesis,5c36ea0afc37c740,external_train,unit_parenthesis
MAIN_STEAM_TEMP__degC__AI,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_channel_mix,7aa1dcbb20e364e3,external_train,unit_channel_mix
PLC01.MAIN_STEAM_TEMP.VALUE,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:plc_vendor_envelope,a16ce7e059bd0f58,external_train,plc_vendor_envelope
PLC01.main_steam_temperature.VALUE,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:plc_vendor_envelope,73004fb7a785e286,external_train,plc_vendor_envelope
PLC01.主汽温.VALUE,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:plc_vendor_envelope,502db14da79316f7,external_train,plc_vendor_envelope
PLC01.主汽温度.VALUE,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:plc_vendor_envelope,6dcaf12350de2f1b,external_train,plc_vendor_envelope
PLC01.主蒸汽温度.VALUE,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:plc_vendor_envelope,f653da38f28fcff9,external_train,plc_vendor_envelope
main.steam.temperature,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:separator_noise,5fe3119dec7c21a6,external_train,separator_noise
main_steam_temp_raw,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:case_and_suffix_noise,85f904bd7989fca2,external_train,case_and_suffix_noise
main_steam_temperature(degC),thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_parenthesis,61691317af139277,external_train,unit_parenthesis
main_steam_temperature__degC__AI,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_channel_mix,ba7cce15cf350806,external_train,unit_channel_mix
main_steam_temperature_raw,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:case_and_suffix_noise,c4d6d927c5437424,external_train,case_and_suffix_noise
主汽温,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:separator_noise,31498f3ee1c076c3,external_train,separator_noise
主汽温(degC),thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_parenthesis,2278ec7dd309fad9,external_train,unit_parenthesis
主汽温__degC__AI,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_channel_mix,cc4b0961f6e62390,external_train,unit_channel_mix
主汽温_raw,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:case_and_suffix_noise,4d1579345338ced9,external_train,case_and_suffix_noise
主汽温度,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:separator_noise,8da39f03ec2ae04a,external_train,separator_noise
主汽温度(degC),thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_parenthesis,b51c3cf55c5b790d,external_train,unit_parenthesis
主汽温度__degC__AI,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_channel_mix,961a8d7408aad8cb,external_train,unit_channel_mix
主汽温度_raw,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:case_and_suffix_noise,7d5956fce202cc7c,external_train,case_and_suffix_noise
主蒸汽温度,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:separator_noise,36be81e268fb0fc6,external_train,separator_noise
主蒸汽温度(degC),thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_parenthesis,479fed3143942f09,external_train,unit_parenthesis
主蒸汽温度__degC__AI,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:unit_channel_mix,7936126852fe5b7e,external_train,unit_channel_mix
主蒸汽温度_raw,thermal_power_boiler,main_steam_temperature,required,controlled,degC,multi_angle:case_and_suffix_noise,4e591af4f4e5a39e,external_train,case_and_suffix_noise
2号线_PA_FLOW_测点A12,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:equipment_channel_context,86be1dbb8c1b10d3,external_train,equipment_channel_context
2号线_PRIMARY_AIR_FLOW_测点A12,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:equipment_channel_context,8bfd8b5bddbbc0ec,external_train,equipment_channel_context
2号线_primary_air_flow_测点A12,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:equipment_channel_context,ca40c9998d92cf4d,external_train,equipment_channel_context
2号线_一次风流量_测点A12,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:equipment_channel_context,9c862e07a95f226b,external_train,equipment_channel_context
DCS-A-PA_FLOW-PV-07,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:dcs_vendor_envelope,c0956d36c39fca53,external_train,dcs_vendor_envelope
DCS-A-PRIMARY_AIR_FLOW-PV-07,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:dcs_vendor_envelope,fae0365d6b48c391,external_train,dcs_vendor_envelope
DCS-A-primary_air_flow-PV-07,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:dcs_vendor_envelope,13a27f61d0b66a59,external_train,dcs_vendor_envelope
DCS-A-一次风流量-PV-07,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:dcs_vendor_envelope,b9658e1a2ae7ba25,external_train,dcs_vendor_envelope
PA.FLOW,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:separator_noise,0a59ce5e619499be,external_train,separator_noise
PA_FLOW(Nm3/h),thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_parenthesis,f3b4767b951e9cbc,external_train,unit_parenthesis
PA_FLOW__Nm3/h__AI,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_channel_mix,3d0c6a67414ebb24,external_train,unit_channel_mix
PLC01.PA_FLOW.VALUE,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,692f96a1aaf2e4cb,external_train,plc_vendor_envelope
PLC01.PRIMARY_AIR_FLOW.VALUE,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,bbb35edcc3412437,external_train,plc_vendor_envelope
PLC01.primary_air_flow.VALUE,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,cfbab6f7ab9150e2,external_train,plc_vendor_envelope
PLC01.一次风流量.VALUE,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,c846b5d88e671335,external_train,plc_vendor_envelope
PRIMARY.AIR.FLOW,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:separator_noise,b3c70f70fdd7b57d,external_train,separator_noise
PRIMARY_AIR_FLOW(Nm3/h),thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_parenthesis,0283651164e0eb9b,external_train,unit_parenthesis
PRIMARY_AIR_FLOW__Nm3/h__AI,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_channel_mix,e2ee505444bc799b,external_train,unit_channel_mix
pa_flow_raw,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,0ec24501060720bb,external_train,case_and_suffix_noise
primary.air.flow,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:separator_noise,cac89e5cda5e8c22,external_train,separator_noise
primary_air_flow(Nm3/h),thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_parenthesis,e9bcb1d1c31d2fb1,external_train,unit_parenthesis
primary_air_flow__Nm3/h__AI,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_channel_mix,2c2e89bf4e5bb78d,external_train,unit_channel_mix
primary_air_flow_raw,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,4ce14a4e08d50657,external_train,case_and_suffix_noise
一次风流量,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:separator_noise,84fdb5dafa34e4d5,external_train,separator_noise
一次风流量(Nm3/h),thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_parenthesis,1e13d2bd6f274372,external_train,unit_parenthesis
一次风流量__Nm3/h__AI,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_channel_mix,96b6a1870343b346,external_train,unit_channel_mix
一次风流量_raw,thermal_power_boiler,primary_air_flow,useful,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,2675a5017926dea7,external_train,case_and_suffix_noise
2号线_SECONDARY_AIR_FLOW_测点A12,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:equipment_channel_context,1a559100cfbf7ca3,external_train,equipment_channel_context
2号线_secondary_air_flow_测点A12,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:equipment_channel_context,49f84da8cbd151b8,external_train,equipment_channel_context
2号线_二次风量_测点A12,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:equipment_channel_context,efcb06dadd80feec,external_train,equipment_channel_context
DCS-A-SECONDARY_AIR_FLOW-PV-07,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:dcs_vendor_envelope,717b600697180445,external_train,dcs_vendor_envelope
DCS-A-secondary_air_flow-PV-07,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:dcs_vendor_envelope,dc536b634296b421,external_train,dcs_vendor_envelope
DCS-A-二次风量-PV-07,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:dcs_vendor_envelope,b1a33a0f47f37183,external_train,dcs_vendor_envelope
PLC01.SECONDARY_AIR_FLOW.VALUE,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,479ab05a41c1f23d,external_train,plc_vendor_envelope
PLC01.secondary_air_flow.VALUE,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,a09828388cb4bbfb,external_train,plc_vendor_envelope
PLC01.二次风量.VALUE,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:plc_vendor_envelope,3704ccd29984cf68,external_train,plc_vendor_envelope
SECONDARY.AIR.FLOW,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:separator_noise,03c474fb749cee03,external_train,separator_noise
SECONDARY_AIR_FLOW(Nm3/h),thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_parenthesis,69fc6d09e03e6a30,external_train,unit_parenthesis
SECONDARY_AIR_FLOW__Nm3/h__AI,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_channel_mix,84a66398e77ca724,external_train,unit_channel_mix
secondary.air.flow,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:separator_noise,8009d5ab83caf860,external_train,separator_noise
secondary_air_flow(Nm3/h),thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_parenthesis,869c7f602b5cbf84,external_train,unit_parenthesis
secondary_air_flow__Nm3/h__AI,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_channel_mix,7bb0a3155092ab50,external_train,unit_channel_mix
secondary_air_flow_raw,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,ad268eb7c9ce47e9,external_train,case_and_suffix_noise
二次风量,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:separator_noise,e594bf20c90bbac1,external_train,separator_noise
二次风量(Nm3/h),thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_parenthesis,89503b304cb0d181,external_train,unit_parenthesis
二次风量__Nm3/h__AI,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:unit_channel_mix,79f3a80f08b4c42a,external_train,unit_channel_mix
二次风量_raw,thermal_power_boiler,secondary_air_flow,useful,manipulated,Nm3/h,multi_angle:case_and_suffix_noise,23de43ac543f778b,external_train,case_and_suffix_noise
2号线_SOOTBLOWER_STATE_测点A12,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:equipment_channel_context,4d994bc97b66d231,external_train,equipment_channel_context
2号线_吹灰器状态_测点A12,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:equipment_channel_context,1923568e208f441a,external_train,equipment_channel_context
2号线_吹灰状态_测点A12,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:equipment_channel_context,0e825193b864e06a,external_train,equipment_channel_context
DCS-A-SOOTBLOWER_STATE-PV-07,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:dcs_vendor_envelope,40f8f0d3d0765c61,external_train,dcs_vendor_envelope
DCS-A-吹灰器状态-PV-07,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:dcs_vendor_envelope,347f831c69d155ef,external_train,dcs_vendor_envelope
DCS-A-吹灰状态-PV-07,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:dcs_vendor_envelope,0efeffb3c439b411,external_train,dcs_vendor_envelope
PLC01.SOOTBLOWER_STATE.VALUE,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:plc_vendor_envelope,c7c71ba8db82e466,external_train,plc_vendor_envelope
PLC01.吹灰器状态.VALUE,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:plc_vendor_envelope,a4f448eb2ab74f68,external_train,plc_vendor_envelope
PLC01.吹灰状态.VALUE,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:plc_vendor_envelope,a3f1a76363a5aa5b,external_train,plc_vendor_envelope
SOOTBLOWER.STATE,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:separator_noise,da1a8ae1e45b0fd3,external_train,separator_noise
sootblower_state_raw,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:case_and_suffix_noise,3c75c6cda5f5a3aa,external_train,case_and_suffix_noise
吹灰器状态,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:separator_noise,d10bb553502aba3b,external_train,separator_noise
吹灰器状态_raw,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:case_and_suffix_noise,cdccdfa910824faa,external_train,case_and_suffix_noise
吹灰状态,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:separator_noise,85cd27c0a1e82dd6,external_train,separator_noise
吹灰状态_raw,thermal_power_boiler,sootblower_state,useful,state,boolean,multi_angle:case_and_suffix_noise,ac6fed16ced3b57f,external_train,case_and_suffix_noise
2号线_DATETIME_测点A12,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:equipment_channel_context,8ef379d7f819ae17,external_train,equipment_channel_context
2号线_TS_测点A12,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:equipment_channel_context,156c9df87340f4f7,external_train,equipment_channel_context
2号线_timestamp_测点A12,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:equipment_channel_context,9d8847d8f964359d,external_train,equipment_channel_context
2号线_时间_测点A12,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:equipment_channel_context,9700fd0f5f74eb11,external_train,equipment_channel_context
2号线_记录时间_测点A12,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:equipment_channel_context,b111371856e6c5e4,external_train,equipment_channel_context
2号线_采集时间_测点A12,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:equipment_channel_context,79b2e17cf0c88cf6,external_train,equipment_channel_context
DATETIME,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:separator_noise,0fce235f26956ca6,external_train,separator_noise
DCS-A-DATETIME-PV-07,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,c46a67f0a5d53ffb,external_train,dcs_vendor_envelope
DCS-A-TS-PV-07,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,e34d5c7b357959d2,external_train,dcs_vendor_envelope
DCS-A-timestamp-PV-07,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,e281dabc3d1cb73d,external_train,dcs_vendor_envelope
DCS-A-时间-PV-07,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,be02b4b304c8d131,external_train,dcs_vendor_envelope
DCS-A-记录时间-PV-07,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,3a82486f87aaa4b0,external_train,dcs_vendor_envelope
DCS-A-采集时间-PV-07,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:dcs_vendor_envelope,755627f474fcce66,external_train,dcs_vendor_envelope
PLC01.DATETIME.VALUE,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,c521b141863c25d0,external_train,plc_vendor_envelope
PLC01.TS.VALUE,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,e961a6ea8133c392,external_train,plc_vendor_envelope
PLC01.timestamp.VALUE,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,be084c19f104dd9f,external_train,plc_vendor_envelope
PLC01.时间.VALUE,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,132d710a19761260,external_train,plc_vendor_envelope
PLC01.记录时间.VALUE,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,a72bfcfadaf56ca3,external_train,plc_vendor_envelope
PLC01.采集时间.VALUE,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:plc_vendor_envelope,0102e863b829f424,external_train,plc_vendor_envelope
TS,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:separator_noise,0bd9518004e17f1e,external_train,separator_noise
datetime_raw,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,8e88fe97ca7a8460,external_train,case_and_suffix_noise
timestamp,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:separator_noise,6cc53e15bed538c4,external_train,separator_noise
timestamp_raw,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,62f0b2a93be8475b,external_train,case_and_suffix_noise
ts_raw,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,d7580756018ddeca,external_train,case_and_suffix_noise
时间,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:separator_noise,9d6d83cba441b89b,external_train,separator_noise
时间_raw,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,5f924d75230c1b9a,external_train,case_and_suffix_noise
记录时间,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:separator_noise,574ab75a499e6606,external_train,separator_noise
记录时间_raw,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,5193c8382b027667,external_train,case_and_suffix_noise
采集时间,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:separator_noise,40c0289021d9fdd6,external_train,separator_noise
采集时间_raw,thermal_power_boiler,timestamp,required,time,datetime,multi_angle:case_and_suffix_noise,c04a9c6b4b610e3a,external_train,case_and_suffix_noise
2号线_LOAD_测点A12,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:equipment_channel_context,6f32b67933b11a5f,external_train,equipment_channel_context
2号线_UNIT_LOAD_测点A12,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:equipment_channel_context,ca3013d7d49acdf6,external_train,equipment_channel_context
2号线_负荷_测点A12,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:equipment_channel_context,d700229acf8c2f02,external_train,equipment_channel_context
DCS-A-LOAD-PV-07,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:dcs_vendor_envelope,c819a4aaf17a804a,external_train,dcs_vendor_envelope
DCS-A-UNIT_LOAD-PV-07,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:dcs_vendor_envelope,e5e9ecfc26982865,external_train,dcs_vendor_envelope
DCS-A-负荷-PV-07,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:dcs_vendor_envelope,14de9840e8b78824,external_train,dcs_vendor_envelope
LOAD,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:separator_noise,d7a5fa763fa1058c,external_train,separator_noise
LOAD(MW),thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:unit_parenthesis,4c9d29e66c796dc7,external_train,unit_parenthesis
LOAD__MW__AI,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:unit_channel_mix,6f86a32c4721bbdd,external_train,unit_channel_mix
PLC01.LOAD.VALUE,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:plc_vendor_envelope,41190406f5eb8951,external_train,plc_vendor_envelope
PLC01.UNIT_LOAD.VALUE,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:plc_vendor_envelope,5df22f8f6a615645,external_train,plc_vendor_envelope
PLC01.负荷.VALUE,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:plc_vendor_envelope,2932257b8ede41cc,external_train,plc_vendor_envelope
UNIT.LOAD,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:separator_noise,6e651898c776c6f0,external_train,separator_noise
UNIT_LOAD(MW),thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:unit_parenthesis,cf556bb23e232a9b,external_train,unit_parenthesis
UNIT_LOAD__MW__AI,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:unit_channel_mix,df92897c786b60cc,external_train,unit_channel_mix
load_raw,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:case_and_suffix_noise,9c427ef0f22b5f55,external_train,case_and_suffix_noise
unit_load_raw,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:case_and_suffix_noise,17010835582c7693,external_train,case_and_suffix_noise
负荷,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:separator_noise,9b1a845275462303,external_train,separator_noise
负荷(MW),thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:unit_parenthesis,d5a09993695fa56c,external_train,unit_parenthesis
负荷__MW__AI,thermal_power_boiler,unit_load,required,disturbance,MW,multi_angle:unit_channel_mix,e217b04a2ec66f6e,external_train,unit_channel_mix
