采集时间,塔顶温度(℃),塔顶压力(kPa),回流流量(t/h),后续流程流量(t/h),第六塔板温度(℃),塔底温度A(℃),塔底温度B(℃),C4浓度(%)
2026-07-02 06:13:00,63.525,661.605,91.658,100.76,80.539,113.439,114.18,0.857
2026-07-02 06:14:00,63.494,662.504,92.162,100.289,80.525,113.593,114.462,0.873
2026-07-02 06:15:00,63.535,662.267,92.158,100.934,80.738,113.361,114.118,0.871
2026-07-02 06:16:00,63.378,662.153,91.544,100.486,80.815,113.294,114.258,0.834
2026-07-02 06:17:00,63.572,663.832,92.103,100.692,80.696,113.451,114.443,0.851
2026-07-02 06:18:00,63.602,662.787,91.652,100.099,80.845,113.528,114.496,0.851
2026-07-02 06:19:00,63.526,663.714,91.695,100.66,80.65,113.692,114.61,0.857
2026-07-02 06:20:00,63.498,665.12,91.116,100.579,80.892,113.542,114.432,0.853
2026-07-02 06:21:00,63.473,663.726,91.586,100.363,80.732,113.521,114.36,0.858
2026-07-02 06:22:00,63.553,665.464,91.711,100.625,80.904,113.665,114.645,0.873
2026-07-02 06:23:00,63.715,663.481,91.529,99.877,80.669,113.455,114.403,0.862
2026-07-02 06:24:00,63.589,664.533,91.615,100.038,80.711,113.425,114.43,0.859
2026-07-02 06:25:00,63.62,664.792,91.726,100.377,80.745,113.37,114.322,0.851
2026-07-02 06:26:00,63.649,665.241,91.255,100.818,80.742,113.558,114.532,0.863
2026-07-02 06:27:00,63.633,667.274,91.029,100.287,80.734,113.526,114.446,0.839
2026-07-02 06:28:00,63.565,666.1,91.508,101.115,80.764,113.487,114.386,0.842
2026-07-02 06:29:00,63.568,666.138,90.99,100.233,80.674,113.523,114.444,0.876
2026-07-02 06:30:00,63.696,665.623,91.452,100.179,80.695,113.414,114.438,0.847
2026-07-02 06:31:00,63.578,665.399,90.911,100.841,80.67,113.413,114.437,0.855
2026-07-02 06:32:00,63.576,664.524,91.064,99.461,80.61,113.483,114.604,0.852
2026-07-02 06:33:00,63.631,666.869,90.995,100.535,80.774,113.476,114.535,0.861
2026-07-02 06:34:00,63.716,665.716,91.22,100.411,80.876,113.503,114.582,0.841
2026-07-02 06:35:00,63.708,665.762,90.993,100.491,80.647,113.342,114.434,0.854
2026-07-02 06:36:00,63.716,665.513,90.999,100.629,80.631,113.572,114.598,0.832
2026-07-02 06:37:00,63.631,668.29,90.659,100.233,80.766,113.57,114.764,0.85
2026-07-02 06:38:00,63.618,666.827,90.827,100.465,80.643,113.625,114.596,0.858
2026-07-02 06:39:00,63.637,665.268,90.643,100.388,80.718,113.536,114.609,0.851
2026-07-02 06:40:00,63.598,665.972,90.681,100.819,80.781,113.379,114.421,0.849
2026-07-02 06:41:00,63.745,1117.308,90.699,101.03,80.708,113.51,114.67,0.826
2026-07-02 06:42:00,63.59,665.86,90.54,100.942,80.614,113.435,114.565,0.855
2026-07-02 06:43:00,63.778,667.424,90.579,100.584,80.801,113.507,114.669,0.848
2026-07-02 06:44:00,63.729,667.206,90.379,100.634,80.717,113.501,114.624,0.837
2026-07-02 06:45:00,63.716,667.428,90.035,100.225,80.657,113.401,114.548,0.852
2026-07-02 06:46:00,63.738,668.523,90.626,100.794,80.626,113.496,114.645,0.836
2026-07-02 06:47:00,63.705,666.935,90.168,100.58,80.647,113.557,114.623,0.848
2026-07-02 06:48:00,63.577,666.123,90.359,100.124,80.85,113.389,114.606,0.826
2026-07-02 06:49:00,63.736,667.757,90.282,100.622,80.737,113.563,114.79,0.849
2026-07-02 06:50:00,63.728,667.32,90.004,100.623,80.699,113.419,114.516,0.855
2026-07-02 06:51:00,63.644,669.508,89.678,100.428,80.667,113.401,114.499,0.855
2026-07-02 06:52:00,63.674,670.627,89.989,100.442,80.593,113.552,114.83,0.856
2026-07-02 06:53:00,63.641,669.6,89.909,100.622,80.955,113.592,114.702,0.84
2026-07-02 06:54:00,63.643,667.958,89.841,100.48,80.896,113.46,114.628,0.858
2026-07-02 06:55:00,63.693,667.647,89.826,100.729,80.826,113.55,114.76,0.833
2026-07-02 06:56:00,63.688,668.825,89.538,100.538,80.743,113.478,114.614,0.855
2026-07-02 06:57:00,63.728,669.863,89.633,100.825,80.794,113.5,114.489,0.841
2026-07-02 06:58:00,63.575,667.343,89.505,100.966,80.743,113.634,114.705,0.859
2026-07-02 06:59:00,63.795,669.26,89.531,100.435,80.843,113.51,114.623,0.838
2026-07-02 07:00:00,63.716,666.423,89.721,100.464,80.737,113.604,114.826,0.856
2026-07-02 07:01:00,63.584,665.452,89.722,101.284,80.826,113.458,114.51,0.868
2026-07-02 07:02:00,63.711,668.98,89.264,101.033,80.717,113.403,114.641,0.87
2026-07-02 07:03:00,63.726,669.052,89.509,100.698,80.888,113.3,114.417,0.842
2026-07-02 07:04:00,63.66,669.127,89.459,100.822,80.756,113.493,114.741,0.883
2026-07-02 07:05:00,63.723,668.674,88.644,100.95,80.944,113.733,114.867,0.88
2026-07-02 07:06:00,63.76,669.776,89.384,101.282,80.797,113.682,114.942,0.87
2026-07-02 07:07:00,63.788,668.329,88.679,101.018,80.889,113.467,114.76,0.838
2026-07-02 07:08:00,63.748,669.442,89.017,100.563,80.636,113.576,114.74,0.853
2026-07-02 07:09:00,63.663,669.833,89.367,100.975,80.929,113.402,114.706,0.85
2026-07-02 07:10:00,63.866,668.836,88.784,100.665,80.861,113.528,114.616,0.863
2026-07-02 07:11:00,63.644,670.597,89.109,100.897,80.832,113.497,114.731,0.845
2026-07-02 07:12:00,63.797,670.874,89.114,100.838,80.868,113.421,114.702,0.861
2026-07-02 07:13:00,63.687,672.436,88.558,100.309,80.729,113.727,114.879,0.855
2026-07-02 07:14:00,63.832,669.667,88.632,101.433,81,113.642,114.915,0.85
2026-07-02 07:15:00,63.7,668.363,88.815,100.937,80.766,113.723,114.852,0.835
2026-07-02 07:16:00,63.79,670.33,88.667,101.15,80.738,113.709,114.901,0.843
2026-07-02 07:17:00,63.737,668.99,88.284,100.655,80.682,113.469,114.703,0.851
2026-07-02 07:18:00,63.778,671.375,88.745,100.888,80.925,113.541,114.828,0.855
2026-07-02 07:19:00,63.852,669.531,88.516,101.189,80.928,113.521,114.814,0.85
2026-07-02 07:20:00,63.675,671.315,87.945,100.999,80.931,113.568,114.776,0.86
2026-07-02 07:21:00,63.929,671.799,88.364,100.964,80.797,113.621,114.877,0.867
2026-07-02 07:22:00,63.676,670.865,88.492,101.282,80.622,113.679,114.881,0.853
2026-07-02 07:23:00,63.819,671.008,88.029,101.704,80.943,113.602,114.795,0.859
2026-07-02 07:24:00,63.856,670.736,88.114,100.987,80.917,113.554,114.593,0.858
2026-07-02 07:25:00,63.758,671.171,88.165,100.736,80.828,113.716,114.888,0.856
2026-07-02 07:26:00,63.674,669.443,88.138,101.564,80.889,113.497,114.584,0.845
2026-07-02 07:27:00,63.791,669.7,87.623,101.435,80.968,113.36,114.382,0.857
2026-07-02 07:28:00,63.837,672.099,88.092,101.715,80.875,113.566,114.803,0.849
2026-07-02 07:29:00,63.891,670.61,87.955,101.125,80.799,113.503,114.676,0.843
2026-07-02 07:30:00,63.84,670.617,87.953,101.238,80.81,113.742,114.878,0.873
2026-07-02 07:31:00,63.782,673.514,88.014,101.531,80.855,113.666,114.759,0.857
2026-07-02 07:32:00,63.778,670.109,87.698,101.584,80.93,113.673,114.707,0.857
2026-07-02 07:33:00,63.887,671.424,87.551,101.08,80.881,113.322,114.532,0.872
2026-07-02 07:34:00,63.773,671.291,87.754,101.454,80.903,113.555,114.613,0.851
2026-07-02 07:35:00,63.789,672.754,87.67,102.046,80.909,113.543,114.658,0.86
2026-07-02 07:36:00,63.774,670.473,87.648,101.747,80.773,113.644,114.743,0.874
2026-07-02 07:37:00,63.723,672.718,87.672,101.204,80.879,113.568,114.682,0.865
2026-07-02 07:38:00,63.902,674.971,87.809,101.164,81.007,113.479,114.524,0.86
2026-07-02 07:39:00,63.896,673.128,87.76,101.379,80.895,113.529,114.688,0.87
2026-07-02 07:40:00,63.786,670.097,87.761,101.704,80.942,113.439,114.585,0.843
2026-07-02 07:41:00,63.862,671.398,87.235,102.097,81.131,113.537,114.615,0.872
2026-07-02 07:42:00,63.799,669.765,87.484,101.519,81.013,113.645,114.695,0.856
2026-07-02 07:43:00,63.858,671.541,86.75,101.783,80.985,113.536,114.715,0.864
2026-07-02 07:44:00,63.756,670.287,86.954,102.057,80.976,113.659,114.664,0.858
2026-07-02 07:45:00,63.812,673.171,86.507,102.162,81.109,113.586,114.637,0.855
2026-07-02 07:46:00,63.73,670.177,87.049,102.02,80.966,113.653,114.675,0.874
2026-07-02 07:47:00,63.923,671.5,87.158,102.209,80.948,113.568,114.691,0.86
2026-07-02 07:48:00,63.849,674.548,86.395,102.857,81.099,113.638,114.746,0.862
2026-07-02 07:49:00,63.938,672.742,86.656,102.549,81.13,113.554,114.66,0.882
2026-07-02 07:50:00,63.844,670.914,86.77,102.719,80.957,113.649,114.802,0.87
2026-07-02 07:51:00,63.83,674.31,86.553,102.708,81.118,113.835,114.901,0.882
2026-07-02 07:52:00,63.843,670.988,86.801,102.506,80.928,113.736,114.662,0.881
2026-07-02 07:53:00,63.822,671.418,86.6,101.66,81.025,113.754,114.828,0.878
2026-07-02 07:54:00,63.941,673.283,86.466,102.568,80.997,113.612,114.527,0.854
2026-07-02 07:55:00,63.933,674.678,86.551,102.231,81.131,113.712,114.669,0.877
2026-07-02 07:56:00,63.891,671.912,86.641,102.705,81.07,113.636,114.526,0.853
2026-07-02 07:57:00,63.746,670.505,86.157,102.296,81.135,113.631,114.537,0.887
2026-07-02 07:58:00,63.741,674.189,85.953,102.717,81.125,113.763,114.742,0.883
2026-07-02 07:59:00,63.883,671.71,86.52,102.48,81.087,113.649,114.516,0.874
2026-07-02 08:00:00,63.809,674.226,86.631,102.404,81.028,113.633,114.585,0.88
2026-07-02 08:01:00,63.712,671.308,86.493,102.859,81.221,113.678,114.591,0.877
2026-07-02 08:02:00,63.929,672.738,86.4,103.218,80.924,113.753,114.689,0.867
2026-07-02 08:03:00,63.8,671.112,86.278,101.857,80.95,113.642,114.511,0.853
2026-07-02 08:04:00,63.851,670.437,86.139,102.757,81.175,113.725,114.547,0.853
2026-07-02 08:05:00,63.716,670.735,86.077,102.85,81.065,113.677,114.604,0.876
2026-07-02 08:06:00,63.898,672.437,86.274,103.022,81.088,113.584,114.442,0.885
2026-07-02 08:07:00,64.042,671.99,85.643,102.612,81.172,113.628,114.422,0.889
2026-07-02 08:08:00,63.909,675.051,85.883,103.263,80.901,113.688,114.502,0.879
2026-07-02 08:09:00,63.895,670.091,85.627,102.87,81.109,113.687,114.467,0.872
2026-07-02 08:10:00,63.826,670.192,86.293,103.281,81.147,113.476,114.173,0.862
2026-07-02 08:11:00,63.855,673.451,85.782,102.597,80.989,113.691,114.523,0.889
2026-07-02 08:12:00,63.948,671.774,85.68,102.875,81.178,113.867,114.744,0.884
2026-07-02 08:13:00,63.944,672.882,85.859,102.97,80.951,113.582,114.244,0.88
2026-07-02 08:14:00,63.963,671.709,85.823,103.495,81.173,113.84,114.603,0.861
2026-07-02 08:15:00,63.834,672.4,85.162,103.514,81.008,113.718,114.415,0.907
2026-07-02 08:16:00,63.792,670.712,85.799,103.293,81.117,113.562,114.286,0.883
2026-07-02 08:17:00,63.875,671.616,86.142,103.753,81.396,113.513,114.279,0.89
2026-07-02 08:18:00,64.007,673.895,85.584,103.717,81.084,113.584,114.352,0.883
2026-07-02 08:19:00,63.72,670.144,85.852,103.762,81.285,113.665,114.362,0.888
2026-07-02 08:20:00,63.814,670.971,85.606,104.018,81.27,113.656,114.441,0.906
2026-07-02 08:21:00,63.832,671.997,85.393,103.068,81.111,113.45,114.133,0.869
2026-07-02 08:22:00,63.889,671.455,84.942,103.447,81.112,113.728,114.392,0.901
2026-07-02 08:23:00,63.891,670.189,85.418,103.945,81.241,113.79,114.337,0.901
2026-07-02 08:24:00,63.87,671.658,85.819,103.453,81.255,113.721,114.374,0.899
2026-07-02 08:25:00,63.875,673.133,85.679,103.718,81.165,113.717,114.32,0.892
2026-07-02 08:26:00,63.853,672.295,85.065,103.837,81.252,113.523,114.045,0.89
2026-07-02 08:27:00,63.831,671.641,85.028,104.113,81.258,113.744,114.301,0.877
2026-07-02 08:28:00,63.863,671.879,85.356,103.849,81.23,113.693,114.211,0.894
2026-07-02 08:29:00,63.892,671.929,85.018,104.104,81.258,113.862,114.461,0.893
2026-07-02 08:30:00,63.882,673.323,84.87,104.388,81.273,113.652,114.064,0.877
2026-07-02 08:31:00,64.01,673.608,84.95,103.767,81.063,113.692,114.129,0.881
2026-07-02 08:32:00,63.918,672.94,85.384,104.706,81.053,113.757,114.21,0.894
2026-07-02 08:33:00,63.794,671.892,85.028,104.277,81.279,113.58,114.082,0.914
2026-07-02 08:34:00,63.805,671.444,84.625,104.602,81.377,113.715,114.244,0.9
2026-07-02 08:35:00,63.364,627.324,74.238,112.339,82.369,113.615,113.995,0.897
2026-07-02 08:36:00,63.385,628.278,74.506,112.706,82.38,113.966,114.373,0.91
2026-07-02 08:37:00,63.32,628.658,74.761,112.568,82.211,113.564,114.067,0.902
2026-07-02 08:38:00,63.324,628.895,74.733,112.259,82.139,113.727,114.067,0.899
2026-07-02 08:39:00,63.417,627.636,74.236,113.32,82.408,113.686,114.024,0.906
2026-07-02 08:40:00,63.386,630.539,74.068,112.991,82.42,113.829,114.164,0.906
2026-07-02 08:41:00,63.44,630.473,73.764,113.019,82.346,113.767,114.081,0.916
2026-07-02 08:42:00,63.341,629.522,74.29,113.052,82.325,113.675,113.956,0.911
2026-07-02 08:43:00,63.439,630.182,73.548,113.391,82.356,113.799,114.06,0.919
2026-07-02 08:44:00,63.278,628.759,74.024,113.891,82.45,113.974,114.28,0.929
2026-07-02 08:45:00,63.452,626.375,74.24,113.411,82.363,113.71,113.837,0.918
2026-07-02 08:46:00,63.28,626.762,73.699,112.56,82.323,113.739,114.039,0.924
2026-07-02 08:47:00,63.252,627.466,74.242,113.154,82.295,113.746,113.967,0.894
2026-07-02 08:48:00,63.43,628.644,73.741,112.708,82.353,113.806,113.957,0.907
2026-07-02 08:49:00,63.382,626.468,73.306,112.695,82.357,113.64,113.892,0.908
2026-07-02 08:50:00,63.356,626.32,73.678,113.586,82.443,113.767,113.876,0.926
2026-07-02 08:51:00,63.325,627.395,73.434,113.209,82.299,113.65,113.699,0.914
2026-07-02 08:52:00,63.339,629.302,73.936,113.344,82.374,113.699,113.762,0.923
2026-07-02 08:53:00,63.363,627.66,73.479,113.672,82.262,113.679,113.841,0.926
2026-07-02 08:54:00,63.341,627.303,73.594,113.431,82.25,113.818,113.959,0.918
2026-07-02 08:55:00,63.427,626.876,73.643,114.159,82.438,113.706,113.885,0.903
2026-07-02 08:56:00,63.35,627.637,73.527,114.198,82.506,113.923,114.035,0.904
2026-07-02 08:57:00,63.496,626.857,73.678,113.644,82.299,113.681,113.729,0.908
2026-07-02 08:58:00,63.411,626.618,74.164,113.796,82.443,113.778,113.765,0.909
2026-07-02 08:59:00,63.501,627.215,73.786,114.404,82.384,113.869,113.827,0.928
2026-07-02 09:00:00,63.517,627.157,73.231,114.224,82.413,113.758,113.771,0.914
2026-07-02 09:01:00,63.422,629.765,73.719,113.763,82.345,113.778,113.758,0.921
2026-07-02 09:02:00,63.452,627.77,73.406,113.632,82.447,113.65,113.728,0.902
2026-07-02 09:03:00,63.44,627.519,73.23,113.996,82.415,113.787,113.729,0.928
2026-07-02 09:04:00,63.376,629.169,73.765,114.021,82.378,113.805,113.758,0.942
2026-07-02 09:05:00,63.248,628.891,73.87,114.078,82.331,113.732,113.524,0.917
2026-07-02 09:06:00,63.355,627.667,73.836,114.641,82.586,113.681,113.566,0.922
2026-07-02 09:07:00,63.436,626.893,73.592,114.085,82.355,113.885,113.844,0.94
2026-07-02 09:08:00,63.325,626.178,73.597,114.742,82.321,113.881,113.645,0.919
2026-07-02 09:09:00,63.268,625.54,73.497,114.642,82.537,113.577,113.49,0.928
2026-07-02 09:10:00,63.458,627.615,73.023,114.124,82.479,113.772,113.733,0.948
2026-07-02 09:11:00,63.363,628.845,73.339,114.724,82.511,113.857,113.58,0.923
2026-07-02 09:12:00,63.245,626.091,73.894,115.337,82.533,113.85,113.611,0.925
2026-07-02 09:13:00,63.374,627.621,73.319,114.406,82.467,113.897,113.594,0.928
2026-07-02 09:14:00,63.478,628.919,73.934,114.881,82.528,113.727,113.383,0.942
2026-07-02 09:15:00,63.6,628.081,73.19,114.314,82.498,113.769,113.553,0.938
2026-07-02 09:16:00,63.493,625.814,73.122,114.758,82.427,113.828,113.48,0.941
2026-07-02 09:17:00,63.398,625.439,73.603,115.071,82.351,113.795,113.488,0.934
2026-07-02 09:18:00,63.326,628.488,73.686,115.316,82.622,113.996,113.757,0.944
2026-07-02 09:19:00,63.333,625.907,73.41,115.655,82.643,113.787,113.641,0.97
2026-07-02 09:20:00,63.37,628.854,73.351,114.706,82.658,113.77,113.4,0.952
2026-07-02 09:21:00,63.39,626.9,73.715,115.039,82.488,113.65,113.264,0.973
2026-07-02 09:22:00,63.485,627.626,73.445,114.928,82.456,113.683,113.313,0.953
2026-07-02 09:23:00,63.373,625.83,73.368,115.499,82.304,113.987,113.51,0.965
2026-07-02 09:24:00,63.339,625.518,73.496,115.232,82.56,113.777,113.304,0.968
2026-07-02 09:25:00,63.389,626.711,73.473,115.46,82.596,113.661,113.312,0.965
2026-07-02 09:26:00,63.334,625.441,73.93,115.419,82.569,113.6,113.291,0.98
2026-07-02 09:27:00,63.338,626.956,73.781,115.547,82.338,113.917,113.503,1.129
2026-07-02 09:28:00,63.348,625.911,73.825,115.288,82.449,113.917,113.45,1.126
2026-07-02 09:29:00,63.412,626.178,73.594,115.836,82.387,113.834,113.35,1.116
2026-07-02 09:30:00,63.356,625.44,73.157,115.19,82.5,113.9,113.439,1.136
2026-07-02 09:31:00,63.158,623.991,74.015,115.851,82.543,113.724,112.995,1.157
2026-07-02 09:32:00,63.34,624.741,73.255,115.474,82.505,113.823,113.303,1.148
2026-07-02 09:33:00,63.391,626.609,73.446,115.668,82.573,113.814,113.214,1.146
2026-07-02 09:34:00,63.364,626.728,73.644,115.942,82.572,113.954,113.318,1.143
2026-07-02 09:35:00,63.365,624.843,73.439,115.912,82.513,113.661,113.152,1.148
2026-07-02 09:36:00,63.336,625.514,73.853,115.293,82.558,113.883,113.082,1.153
2026-07-02 09:37:00,63.382,624.909,73.745,116.107,82.683,113.824,113.198,1.156
2026-07-02 09:38:00,63.362,626.212,73.408,116.077,82.645,113.851,113.208,1.134
2026-07-02 09:39:00,63.393,626.418,73.668,115.78,82.776,113.716,113.073,1.142
2026-07-02 09:40:00,63.355,625.136,73.186,115.895,82.554,113.777,113.141,1.147
2026-07-02 09:41:00,63.368,624.585,73.409,116.105,82.597,113.865,113.134,1.14
2026-07-02 09:42:00,63.368,625.199,73.165,116.197,82.522,113.83,113.179,1.157
2026-07-02 09:43:00,63.315,623.422,73.17,116.058,82.566,113.881,113.182,1.151
2026-07-02 09:44:00,63.366,624.914,73.772,116.232,82.583,113.847,113.05,1.147
2026-07-02 09:45:00,63.313,624.744,18.401,116.814,82.633,113.999,113.278,1.162
2026-07-02 09:46:00,63.238,622.795,73.634,116.351,82.602,113.72,112.893,1.152
2026-07-02 09:47:00,63.234,623.763,74.013,116.797,82.719,113.896,113.049,1.16
2026-07-02 09:48:00,63.296,623.955,73.627,116.355,82.645,113.741,112.89,1.158
2026-07-02 09:49:00,63.35,624.492,73.698,116.633,82.769,113.799,113.032,1.161
2026-07-02 09:50:00,63.366,624.707,73.28,117.142,82.756,113.806,112.945,1.168
2026-07-02 09:51:00,63.178,624.345,73.312,116.947,82.849,113.874,112.981,1.15
2026-07-02 09:52:00,63.321,625.765,73.469,116.314,82.497,113.875,113.149,1.167
2026-07-02 09:53:00,63.346,622.936,73.958,117.265,82.755,113.714,112.917,1.153
2026-07-02 09:54:00,63.335,623.442,74.171,116.971,82.562,113.771,112.971,1.16
2026-07-02 09:55:00,63.159,622.077,73.586,117.661,82.751,113.859,113.09,1.152
2026-07-02 09:56:00,63.298,622.851,74.014,117.263,82.789,113.886,112.934,1.158
2026-07-02 09:57:00,63.26,623.582,74.2,116.56,82.671,113.872,113.133,1.166
2026-07-02 09:58:00,63.281,622.505,73.875,117.539,82.653,113.931,112.996,1.175
2026-07-02 09:59:00,63.198,622.665,73.752,117.339,82.578,113.666,112.666,1.152
2026-07-02 10:00:00,63.261,620.919,73.73,117.051,82.522,113.924,113.067,1.166
2026-07-02 10:01:00,63.254,621.138,74.243,116.771,82.488,113.805,112.923,1.158
2026-07-02 10:02:00,63.411,621.004,73.557,116.698,82.586,113.828,112.877,1.167
2026-07-02 10:03:00,63.364,623.014,74.076,117.132,82.676,113.878,112.841,1.157
2026-07-02 10:04:00,63.254,623.476,73.784,117.38,82.699,113.763,112.794,1.165
2026-07-02 10:05:00,63.354,623.509,74.352,117.398,82.571,113.767,112.851,1.156
2026-07-02 10:06:00,63.259,620.246,73.936,117.798,82.718,113.835,112.695,1.155
2026-07-02 10:07:00,63.309,622.233,73.924,117.643,82.728,113.811,112.763,1.156
2026-07-02 10:08:00,63.348,620.828,74.441,118.301,82.611,113.686,112.709,1.173
2026-07-02 10:09:00,63.282,621.002,74.345,117.393,82.611,113.805,112.679,1.186
2026-07-02 10:10:00,63.238,621.536,74.377,117.591,82.729,113.826,112.755,1.17
2026-07-02 10:11:00,63.196,623.828,74.466,117.822,82.706,113.826,112.864,1.183
2026-07-02 10:12:00,63.255,620.883,74.171,118.216,82.585,114.071,113.141,1.188
2026-07-02 10:13:00,63.183,621.524,74.489,117.906,82.632,113.892,112.808,1.166
2026-07-02 10:14:00,63.292,619.582,73.799,117.778,82.89,113.845,112.696,1.173
2026-07-02 10:15:00,63.182,620.304,74.166,117.721,82.755,113.868,112.802,1.183
2026-07-02 10:16:00,63.249,620.547,74.588,118.276,82.764,113.881,112.764,1.171
2026-07-02 10:17:00,63.243,619.782,73.7,118.44,82.881,113.967,113.009,1.193
2026-07-02 10:18:00,63.228,620.091,74.717,117.861,82.537,113.943,112.878,1.173
2026-07-02 10:19:00,63.139,619.57,74.642,118.49,82.859,113.908,112.858,1.174
2026-07-02 10:20:00,63.141,621.127,75.061,118.533,82.785,114.046,112.821,1.165
2026-07-02 10:21:00,63.269,621.482,74.495,117.946,82.806,114.054,113.019,1.196
2026-07-02 10:22:00,63.226,622.168,74.699,118.441,82.851,113.976,112.749,1.182
2026-07-02 10:23:00,63.129,622.931,74.811,118.532,82.851,113.72,112.757,1.191
2026-07-02 10:24:00,63.194,621.728,74.507,118.486,82.737,113.832,112.649,1.186
2026-07-02 10:25:00,63.11,621.331,74.892,119.224,82.801,113.891,112.766,1.177
2026-07-02 10:26:00,63.131,618.321,74.912,118.469,82.843,113.837,112.873,1.182
2026-07-02 10:27:00,63.354,620.694,74.491,118.997,82.768,113.818,112.725,1.172
2026-07-02 10:28:00,63.164,617.059,74.541,118.739,82.714,113.951,112.789,1.195
2026-07-02 10:29:00,63.245,618.435,74.708,118.476,82.804,114.025,112.748,1.18
2026-07-02 10:30:00,63.005,616.456,74.272,118.546,82.85,113.83,112.545,1.173
2026-07-02 10:31:00,63.188,618.567,74.396,118.837,82.916,113.867,112.738,1.189
2026-07-02 10:32:00,63.166,619.425,74.981,118.791,82.774,113.619,112.411,1.174
2026-07-02 10:33:00,63.17,618.502,74.658,119.054,82.853,113.969,112.79,1.174
2026-07-02 10:34:00,63.07,617.88,74.846,118.725,82.91,113.808,112.529,1.206
2026-07-02 10:35:00,63.301,620.055,74.796,119.203,82.677,113.973,112.854,1.203
2026-07-02 10:36:00,63.015,616.934,75.194,118.696,82.718,113.996,112.866,1.192
2026-07-02 10:37:00,63.021,616.238,75.461,119.359,82.725,113.792,112.552,1.207
2026-07-02 10:38:00,63.211,619.5,74.651,119.055,82.703,113.759,112.646,1.195
2026-07-02 10:39:00,63.104,617.665,75.055,119.047,82.878,113.848,112.616,1.191
2026-07-02 10:40:00,63.097,617.491,75.446,119.053,82.683,113.948,112.61,1.178
2026-07-02 10:41:00,63.125,619.549,75.132,118.892,82.853,113.744,112.596,1.205
2026-07-02 10:42:00,63.212,618.222,75.755,119.039,83.016,113.824,112.507,1.193
2026-07-02 10:43:00,63.305,617.105,75.442,119.52,82.743,113.801,112.644,1.215
2026-07-02 10:44:00,62.973,615.805,75.554,119.364,82.886,113.954,112.794,1.197
2026-07-02 10:45:00,63.115,616.544,75.288,119.355,82.787,113.986,112.793,1.196
2026-07-02 10:46:00,63.17,615.353,75.723,119.278,82.953,113.883,112.664,1.195
2026-07-02 10:47:00,63.063,617.48,75.772,119.572,82.603,113.97,112.787,1.194
2026-07-02 10:48:00,63.11,617.581,75.786,119.681,82.62,113.911,112.786,1.198
2026-07-02 10:49:00,63.191,617.327,75.747,119.148,82.812,113.839,112.657,1.192
2026-07-02 10:50:00,63.169,616.601,75.722,119.273,82.689,113.986,112.757,1.193
2026-07-02 10:51:00,63.019,613.498,75.864,119.257,82.725,113.961,112.723,1.214
2026-07-02 10:52:00,63.19,617.526,75.958,120.054,82.788,113.965,112.803,1.189
2026-07-02 10:53:00,63.056,616.606,75.425,119.423,82.835,113.861,112.696,1.192
2026-07-02 10:54:00,63.118,616.67,76.02,119.625,82.841,113.945,112.791,1.175
2026-07-02 10:55:00,63.119,615.265,75.983,119.174,82.765,113.742,112.49,1.19
2026-07-02 10:56:00,63.25,616.947,75.886,119.986,82.811,114.122,112.924,1.195
2026-07-02 10:57:00,63.051,615.688,76.389,120.233,82.89,113.727,112.416,1.189
2026-07-02 10:58:00,63.137,614.67,76.433,119.837,82.67,113.925,112.761,1.198
2026-07-02 10:59:00,63.033,617.488,76.395,119.375,82.815,113.817,112.785,1.211
2026-07-02 11:00:00,62.989,612.751,76.288,119.528,82.763,114.011,112.727,1.199
2026-07-02 11:01:00,63.104,613.679,76.655,120.527,82.886,113.932,112.624,1.185
2026-07-02 11:02:00,63.064,614.105,76.777,119.959,82.919,113.8,112.612,1.2
2026-07-02 11:03:00,63.173,614.874,76.469,119.912,82.834,113.795,112.567,1.222
2026-07-02 11:04:00,63.044,612.844,76.979,120.38,82.732,113.988,112.761,1.221
2026-07-02 11:05:00,63.012,611.887,76.041,119.807,82.88,113.763,112.559,1.194
2026-07-02 11:06:00,63.141,614.083,76.871,119.492,82.846,113.734,112.58,1.21
2026-07-02 11:07:00,63.022,613.13,77.371,119.736,82.791,113.698,112.41,1.184
2026-07-02 11:08:00,63.132,611.934,76.428,119.845,82.95,113.71,112.632,1.217
2026-07-02 11:09:00,63.13,611.617,76.162,119.775,82.901,113.872,112.822,1.216
2026-07-02 11:10:00,63.126,613.711,76.529,119.589,82.811,113.97,112.86,1.199
2026-07-02 11:11:00,63.171,613.562,76.217,120.549,82.856,113.818,112.677,1.217
2026-07-02 11:12:00,63.101,611.327,77.15,119.624,82.618,113.826,112.703,1.2
2026-07-02 11:13:00,62.978,611.977,76.837,119.933,83.009,113.703,112.57,1.199
2026-07-02 11:14:00,62.985,612.095,76.919,120.3,82.876,113.799,112.812,1.186
2026-07-02 11:15:00,62.994,613.077,76.874,120.751,83.028,113.884,112.808,1.219
2026-07-02 11:16:00,62.999,610.129,77.163,120.867,82.952,113.861,112.688,1.197
2026-07-02 11:17:00,63.018,609.874,76.981,119.781,82.809,113.757,112.734,1.222
2026-07-02 11:18:00,62.889,610.543,77.408,120.027,82.861,113.893,112.701,1.21
2026-07-02 11:19:00,63.018,610.782,77.359,120.395,82.987,113.907,112.764,1.21
2026-07-02 11:20:00,62.99,611.849,77.632,119.778,82.566,113.864,112.828,1.211
2026-07-02 11:21:00,62.935,608.814,77.761,120.47,82.939,113.602,112.594,1.204
